"idea_id","category_id","category_name","subcategory_id","subcategory_name","collection_id","status","title","slug","summary","tags","pros_json","cons_json","verdict","trend_score","tier","","","","","","","","","",""
"IDEA-00512","CAT-052","Personalized Medicine & Genomics","SUB-512","Cancer Biomarker Tracking Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00513","CAT-052","Personalized Medicine & Genomics","SUB-513","Custom Supplement Formulation Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00514","CAT-052","Personalized Medicine & Genomics","SUB-514","Rare Disease Data Exchange Networks","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00515","CAT-052","Personalized Medicine & Genomics","SUB-515","Gene Therapy Trial Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00516","CAT-052","Personalized Medicine & Genomics","SUB-516","Gut Microbiome Analysis & Diet Plans","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00517","CAT-052","Personalized Medicine & Genomics","SUB-517","Carrier Screening Data Visualization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00518","CAT-052","Personalized Medicine & Genomics","SUB-518","Epigenetic Biological Age Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00519","CAT-052","Personalized Medicine & Genomics","SUB-519","Biobank Asset & Sample Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00520","CAT-052","Personalized Medicine & Genomics","SUB-520","Clinical Genetics Patient Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00521","CAT-053","Remote Work & Distributed Team Infra","SUB-521","Virtual Office Space & Spatial Audio","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00522","CAT-053","Remote Work & Distributed Team Infra","SUB-522","Cross-Border Employee Tax Calculators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00523","CAT-053","Remote Work & Distributed Team Infra","SUB-523","Remote IT Asset Provisioning & Shipping","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00524","CAT-053","Remote Work & Distributed Team Infra","SUB-524","Asynchronous Daily Standup Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00525","CAT-053","Remote Work & Distributed Team Infra","SUB-525","Distributed Team Culture & Virtual Socials","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00526","CAT-053","Remote Work & Distributed Team Infra","SUB-526","Remote Work Policy Compliance Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00527","CAT-053","Remote Work & Distributed Team Infra","SUB-527","Timezone-Smart Calendar Schedulers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00528","CAT-053","Remote Work & Distributed Team Infra","SUB-528","Virtual Coworking & Accountability Rooms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00529","CAT-053","Remote Work & Distributed Team Infra","SUB-529","Digital Nomad Visa Application Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00530","CAT-053","Remote Work & Distributed Team Infra","SUB-530","Home Office Ergonomic Assessment Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00531","CAT-054","Hospitality Operations & Foodservice","SUB-531","Hotel Revenue Management & Dynamic Pricing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00532","CAT-054","Hospitality Operations & Foodservice","SUB-532","Restaurant Kitchen Display Systems (KDS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00533","CAT-054","Hospitality Operations & Foodservice","SUB-533","Hotel Housekeeping & Room Status Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00534","CAT-054","Hospitality Operations & Foodservice","SUB-534","Food Allergy & Dietary Menu Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00535","CAT-054","Hospitality Operations & Foodservice","SUB-535","Bar & Beverage Inventory Scanners","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00536","CAT-054","Hospitality Operations & Foodservice","SUB-536","Catering Event Planning & BOH Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00537","CAT-054","Hospitality Operations & Foodservice","SUB-537","Hospitality Guest Review Aggregators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00538","CAT-054","Hospitality Operations & Foodservice","SUB-538","Hotel Keyless Entry Mobile SDKs","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00539","CAT-054","Hospitality Operations & Foodservice","SUB-539","Restaurant Staff Tip Distribution Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00540","CAT-054","Hospitality Operations & Foodservice","SUB-540","Commercial Kitchen Repair & Maintenance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00541","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-541","Esports Tournament Bracketing Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00542","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-542","Pro Gaming Performance & FPS Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00543","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-543","Gaming Clan & Guild Management Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00544","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-544","Esports Scouting & Talent Draft Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00545","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-545","Live Stream Overlay & Alert Studio","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00546","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-546","Gaming Sponsorship ROI Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00547","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-547","In-Game Voice Moderation Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00548","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-548","LAN Center & Gaming Lounge Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00549","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-549","Esports Team Merchandise Stores","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00550","CAT-055","Gaming Guilds & Esports Infrastructure","SUB-550","Game Matchmaking & Anti-Smurf Algorithms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00551","CAT-056","Sustainable Agriculture & Food Systems","SUB-551","Hydroponic & Aeroponic Nutrient Control","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00552","CAT-056","Sustainable Agriculture & Food Systems","SUB-552","Regenerative Farming Soil Carbon Suites","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00553","CAT-056","Sustainable Agriculture & Food Systems","SUB-553","Insect Farming Operations Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00554","CAT-056","Sustainable Agriculture & Food Systems","SUB-554","Cold Storage Shelf-Life Predictors","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00555","CAT-056","Sustainable Agriculture & Food Systems","SUB-555","Community Supported Agriculture (CSA) Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00556","CAT-056","Sustainable Agriculture & Food Systems","SUB-556","Organic Certification Tracking Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00557","CAT-056","Sustainable Agriculture & Food Systems","SUB-557","Greenhouse Climate Control Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00558","CAT-056","Sustainable Agriculture & Food Systems","SUB-558","Livestock Traceability & RFID Tagging","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00559","CAT-056","Sustainable Agriculture & Food Systems","SUB-559","Aquaculture & Fish Farm Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00560","CAT-056","Sustainable Agriculture & Food Systems","SUB-560","Plant Nursery & Seedling ERP Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00561","CAT-057","Spatial Data & Mapping Technology","SUB-561","LiDAR Point Cloud Processing SDKs","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00562","CAT-057","Spatial Data & Mapping Technology","SUB-562","Indoor Positioning Systems (IPS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00563","CAT-057","Spatial Data & Mapping Technology","SUB-563","Satellite Synthetic Aperture Radar (SAR)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00564","CAT-057","Spatial Data & Mapping Technology","SUB-564","3D City Digital Twin Modeler","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00565","CAT-057","Spatial Data & Mapping Technology","SUB-565","Drone Topographical Survey Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00566","CAT-057","Spatial Data & Mapping Technology","SUB-566","Marine Bathymetry & Seabed Mapping","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00567","CAT-057","Spatial Data & Mapping Technology","SUB-567","Subsurface Utility Engineering (SUE) Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00568","CAT-057","Spatial Data & Mapping Technology","SUB-568","Geospatial Map Layer Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00569","CAT-057","Spatial Data & Mapping Technology","SUB-569","Real-Time GPS Geofencing Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00570","CAT-057","Spatial Data & Mapping Technology","SUB-570","Map Vector Tile Rendering Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00571","CAT-058","Legal Operations & E-Discovery","SUB-571","AI E-Discovery Document Review","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00572","CAT-058","Legal Operations & E-Discovery","SUB-572","Law Firm Billing & Timekeeping Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00573","CAT-058","Legal Operations & E-Discovery","SUB-573","Legal Deposition Transcription Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00574","CAT-058","Legal Operations & E-Discovery","SUB-574","Intellectual Property Docketing Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00575","CAT-058","Legal Operations & E-Discovery","SUB-575","Corporate Legal Matter Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00576","CAT-058","Legal Operations & E-Discovery","SUB-576","Contract Lifecycle Management (CLM)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00577","CAT-058","Legal Operations & E-Discovery","SUB-577","Legal Analytics & Judge Research Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00578","CAT-058","Legal Operations & E-Discovery","SUB-578","Virtual Data Room (VDR) for M&A","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00579","CAT-058","Legal Operations & E-Discovery","SUB-579","Process Server & Court Filing Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00580","CAT-058","Legal Operations & E-Discovery","SUB-580","Regulatory Change Management Dashboards","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00581","CAT-059","Personal Safety & Security Tech","SUB-581","Lone Worker Emergency Panic Buttons","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00582","CAT-059","Personal Safety & Security Tech","SUB-582","Family GPS Location & Safety Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00583","CAT-059","Personal Safety & Security Tech","SUB-583","Smart Home Doorbell & Lock Security","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00584","CAT-059","Personal Safety & Security Tech","SUB-584","Women Safety & Companion Escort Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00585","CAT-059","Personal Safety & Security Tech","SUB-585","Personal Cybersecurity Risk Calculators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00586","CAT-059","Personal Safety & Security Tech","SUB-586","Neighborhood Watch & Crime Alert Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00587","CAT-059","Personal Safety & Security Tech","SUB-587","Emergency SOS Satellite Messaging","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00588","CAT-059","Personal Safety & Security Tech","SUB-588","Wearable Medical Alert Pendant Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00589","CAT-059","Personal Safety & Security Tech","SUB-589","Digital Estate & Legacy Vault Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00590","CAT-059","Personal Safety & Security Tech","SUB-590","Anti-Stalking Device Detection Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00591","CAT-060","Creator Economy Operations & Finance","SUB-591","Creator Royalty & Revenue Split Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00592","CAT-060","Creator Economy Operations & Finance","SUB-592","Influencer Media Kit & Rate Card Builders","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00593","CAT-060","Creator Economy Operations & Finance","SUB-593","Multi-Platform Analytics Aggregators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00594","CAT-060","Creator Economy Operations & Finance","SUB-594","Digital Product Checkout & Upsell Engine","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00595","CAT-060","Creator Economy Operations & Finance","SUB-595","Creator Tax & Expense Bookkeeping","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00596","CAT-060","Creator Economy Operations & Finance","SUB-596","Merchandise Print-On-Demand Integrations","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00597","CAT-060","Creator Economy Operations & Finance","SUB-597","Fan Club Tiered Membership Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00598","CAT-060","Creator Economy Operations & Finance","SUB-598","Creator Brand Deal Contract Generators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00599","CAT-060","Creator Economy Operations & Finance","SUB-599","Short-Form Video Re-purposing Pipeline","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00600","CAT-060","Creator Economy Operations & Finance","SUB-600","Creator Invoice & Advance Payment Loans","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00601","CAT-061","Aerospace & Defense","SUB-601","Commercial Drone Fleet Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00602","CAT-061","Aerospace & Defense","SUB-602","Satellite Data Analytics Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00603","CAT-061","Aerospace & Defense","SUB-603","Anti-Drone Security Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00604","CAT-061","Aerospace & Defense","SUB-604","Urban Air Mobility Logistics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00605","CAT-061","Aerospace & Defense","SUB-605","Space Debris Tracking & Removal","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00606","CAT-061","Aerospace & Defense","SUB-606","Avionics Software Testing Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00607","CAT-061","Aerospace & Defense","SUB-607","Defense Supply Chain Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00608","CAT-061","Aerospace & Defense","SUB-608","Micro-Satellite Launch Services","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00609","CAT-061","Aerospace & Defense","SUB-609","Autonomous Flight Navigational AI","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00610","CAT-061","Aerospace & Defense","SUB-610","Aerospace Component 3D Printing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00611","CAT-062","Chemicals & Materials","SUB-611","Bio-Based Polymer Manufacturing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00612","CAT-062","Chemicals & Materials","SUB-612","Graphene Application Development","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00613","CAT-062","Chemicals & Materials","SUB-613","Industrial Solvent Recycling Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00614","CAT-062","Chemicals & Materials","SUB-614","Smart Nanomaterials & Coatings","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00615","CAT-062","Chemicals & Materials","SUB-615","Specialty Chemical Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00616","CAT-062","Chemicals & Materials","SUB-616","Biodegradable Packaging Compounds","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00617","CAT-062","Chemicals & Materials","SUB-617","Battery Chemical Refining","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00618","CAT-062","Chemicals & Materials","SUB-618","Lab-Grown Material Alternatives","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00619","CAT-062","Chemicals & Materials","SUB-619","Chemical Safety Compliance SaaS","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00620","CAT-062","Chemicals & Materials","SUB-620","Rare Earth Element Extraction Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00621","CAT-063","Mining & Resources","SUB-621","Autonomous Mining Operations Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00622","CAT-063","Mining & Resources","SUB-622","Mineral Exploration AI & Mapping","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00623","CAT-063","Mining & Resources","SUB-623","Tailings Dam Monitoring Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00624","CAT-063","Mining & Resources","SUB-624","Clean Extraction Tech Services","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00625","CAT-063","Mining & Resources","SUB-625","Heavy Equipment Fleet Optimization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00626","CAT-063","Mining & Resources","SUB-626","Mining Safety & Environmental Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00627","CAT-063","Mining & Resources","SUB-627","Critical Metal Recycling Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00628","CAT-063","Mining & Resources","SUB-628","Subsurface Geological Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00629","CAT-063","Mining & Resources","SUB-629","Remote Site Connectivity Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00630","CAT-063","Mining & Resources","SUB-630","Resource Trading & Sourcing Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00631","CAT-064","Biotech & Genetics","SUB-631","Gene Editing Software (CRISPR)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00632","CAT-064","Biotech & Genetics","SUB-632","Personalized DNA Diagnostics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00633","CAT-064","Biotech & Genetics","SUB-633","Synthetic Biology Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00634","CAT-064","Biotech & Genetics","SUB-634","Bioinformatics Data Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00635","CAT-064","Biotech & Genetics","SUB-635","Clinical Trial Management Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00636","CAT-064","Biotech & Genetics","SUB-636","Biomanufacturing Process Optimization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00637","CAT-064","Biotech & Genetics","SUB-637","Microbiome Therapeutics Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00638","CAT-064","Biotech & Genetics","SUB-638","Cellular Agriculture Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00639","CAT-064","Biotech & Genetics","SUB-639","Biotech IP & Regulatory Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00640","CAT-064","Biotech & Genetics","SUB-640","Computational Protein Design","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00641","CAT-065","Maritime & Ocean Tech","SUB-641","Autonomous Cargo Vessel Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00642","CAT-065","Maritime & Ocean Tech","SUB-642","Port Logistics & Dispatch Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00643","CAT-065","Maritime & Ocean Tech","SUB-643","Ocean Plastic Collection Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00644","CAT-065","Maritime & Ocean Tech","SUB-644","Offshore Aquaculture Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00645","CAT-065","Maritime & Ocean Tech","SUB-645","Marine Decarbonization Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00646","CAT-065","Maritime & Ocean Tech","SUB-646","Subsea Inspection Robotics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00647","CAT-065","Maritime & Ocean Tech","SUB-647","Maritime Threat & Piracy Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00648","CAT-065","Maritime & Ocean Tech","SUB-648","Commercial Fishing Yield AI","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00649","CAT-065","Maritime & Ocean Tech","SUB-649","Desalination & Water Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00650","CAT-065","Maritime & Ocean Tech","SUB-650","Vessel Fuel Efficiency Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00651","CAT-066","Forestry & Paper Tech","SUB-651","Drone Forest Inventory Mapping","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00652","CAT-066","Forestry & Paper Tech","SUB-652","Wildfire Detection Sensors & AI","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00653","CAT-066","Forestry & Paper Tech","SUB-653","Sustainable Timber Sourcing Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00654","CAT-066","Forestry & Paper Tech","SUB-654","Paper Recycling Tech Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00655","CAT-066","Forestry & Paper Tech","SUB-655","Carbon Sequestration Forestry","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00656","CAT-066","Forestry & Paper Tech","SUB-656","Smart Sawmill Automation Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00657","CAT-066","Forestry & Paper Tech","SUB-657","Reforestation Drone Services","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00658","CAT-066","Forestry & Paper Tech","SUB-658","Wood Fiber Packaging Alternatives","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00659","CAT-066","Forestry & Paper Tech","SUB-659","Forest Land Leasing Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00660","CAT-066","Forestry & Paper Tech","SUB-660","Biomass Energy Supply Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00661","CAT-067","Textiles & Apparel Manufacturing","SUB-661","Automated Garment Cutting AI","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00662","CAT-067","Textiles & Apparel Manufacturing","SUB-662","Waterless Fabric Dyeing Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00663","CAT-067","Textiles & Apparel Manufacturing","SUB-663","Apparel Sourcing & Factory B2B","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00664","CAT-067","Textiles & Apparel Manufacturing","SUB-664","Smart Fabric Sensor Integration","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00665","CAT-067","Textiles & Apparel Manufacturing","SUB-665","Fast-Fashion Supply Chain Auditing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00666","CAT-067","Textiles & Apparel Manufacturing","SUB-666","3D Knitting & Weaving Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00667","CAT-067","Textiles & Apparel Manufacturing","SUB-667","Synthetic Fiber Recycling Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00668","CAT-067","Textiles & Apparel Manufacturing","SUB-668","Digital Textile Printing Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00669","CAT-067","Textiles & Apparel Manufacturing","SUB-669","Garment Fit & Sizing Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00670","CAT-067","Textiles & Apparel Manufacturing","SUB-670","Deadstock Fabric Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00671","CAT-068","Printing & Publishing Tech","SUB-671","On-Demand Book Printing Networks","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00672","CAT-068","Printing & Publishing Tech","SUB-672","Indie Author Rights Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00673","CAT-068","Printing & Publishing Tech","SUB-673","Industrial Packaging Print Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00674","CAT-068","Printing & Publishing Tech","SUB-074","Audiobook Production Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00675","CAT-068","Printing & Publishing Tech","SUB-675","Academic Journal Publishing SaaS","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00676","CAT-068","Printing & Publishing Tech","SUB-676","Translation & Localization AI","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00677","CAT-068","Printing & Publishing Tech","SUB-677","Interactive E-Book Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00678","CAT-068","Printing & Publishing Tech","SUB-678","Web-to-Print Store Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
